source target weight p-value_over test_over p-value_under test_under
259 264 1 0.011999999999988083 fail 1.0 fail
259 260 2 0.0035539035651111443 success 0.9999283354866718 fail
259 377 1 0.011999999999988083 fail 1.0 fail
259 378 1 0.011999999999988083 fail 1.0 fail
259 789 1 0.023867867867891218 fail 0.9998678678687448 fail
259 771 1 0.011999999999988083 fail 1.0 fail
260 419 1 0.17039992346996474 fail 0.9869675137282323 fail
260 377 1 0.007999999999992033 fail 1.0 fail
260 378 1 0.007999999999992033 fail 1.0 fail
303 305 1 0.000999999999999002 success 1.0 fail
303 307 1 0.000999999999999002 success 1.0 fail
305 307 1 0.000999999999999002 success 1.0 fail
326 456 1 0.000999999999999002 success 1.0 fail
326 462 1 0.000999999999999002 success 1.0 fail
326 562 1 0.000999999999999002 success 1.0 fail
331 332 1 0.000999999999999002 success 1.0 fail
355 359 1 0.0019999999999980147 success 1.0 fail
355 360 1 0.003997997998005169 success 0.9999979979993232 fail
355 361 1 0.003997997998005169 success 0.9999979979993232 fail
357 358 1 0.007987987987993045 fail 0.9999879879882642 fail
359 360 1 0.0019999999999983486 success 1.0 fail
359 361 1 0.0019999999999983486 success 1.0 fail
360 361 1 0.003997997998005169 success 0.9999979979993232 fail
370 371 1 0.0029999999999964977 success 1.0 fail
371 407 1 0.0029999999999970202 success 1.0 fail
371 419 1 0.06749113843306302 fail 0.9985017963845585 fail
371 436 1 0.0029999999999970202 success 1.0 fail
377 378 1 0.000999999999999002 success 1.0 fail
400 419 1 0.02299999999998775 fail 1.0 fail
400 450 1 0.000999999999999002 success 1.0 fail
401 419 1 0.02299999999998775 fail 1.0 fail
401 430 1 0.0019999999999983486 success 1.0 fail
401 432 1 0.0029999999999964977 success 1.0 fail
401 443 1 0.000999999999999002 success 1.0 fail
401 453 1 0.000999999999999002 success 1.0 fail
401 468 1 0.000999999999999002 success 1.0 fail
403 408 1 0.000999999999999002 success 1.0 fail
403 418 1 0.000999999999999002 success 1.0 fail
403 428 1 0.0019999999999983486 success 1.0 fail
403 430 1 0.0019999999999983486 success 1.0 fail
403 432 1 0.0029999999999964977 success 1.0 fail
403 678 1 0.00999999999999337 fail 1.0 fail
405 406 2 6.006006006009475e-06 success 1.0 fail
407 419 1 0.02299999999998775 fail 1.0 fail
407 436 1 0.000999999999999002 success 1.0 fail
408 418 1 0.000999999999999002 success 1.0 fail
408 428 1 0.0019999999999983486 success 1.0 fail
408 430 1 0.0019999999999983486 success 1.0 fail
408 432 1 0.0029999999999964977 success 1.0 fail
408 678 1 0.00999999999999337 fail 1.0 fail
418 428 1 0.0019999999999983486 success 1.0 fail
418 430 1 0.0019999999999983486 success 1.0 fail
418 432 1 0.0029999999999964977 success 1.0 fail
418 678 1 0.00999999999999337 fail 1.0 fail
419 420 1 0.022999999999977126 fail 1.0 fail
419 436 1 0.022999999999977126 fail 1.0 fail
419 430 1 0.04549349349357271 fail 0.9994934934948618 fail
419 432 1 0.06749113843301996 fail 0.9985017963845165 fail
419 443 1 0.022999999999977126 fail 1.0 fail
419 453 1 0.022999999999977126 fail 1.0 fail
419 468 1 0.022999999999977126 fail 1.0 fail
419 450 1 0.022999999999977126 fail 1.0 fail
428 430 1 0.003997997998005169 success 0.9999979979993232 fail
428 432 1 0.005993993993993593 fail 0.9999939939941531 fail
428 678 1 0.019909909909943888 fail 0.9999099099104038 fail
429 470 2 0.0001792183799525861 success 0.9999995196419205 fail
430 432 2 6.006006006008429e-06 success 1.0 fail
430 443 1 0.0019999999999980147 success 1.0 fail
430 453 1 0.0019999999999980147 success 1.0 fail
430 468 1 0.0019999999999980147 success 1.0 fail
430 678 1 0.019909909909943888 fail 0.9999099099104038 fail
432 443 1 0.0029999999999970202 success 1.0 fail
432 453 1 0.0029999999999970202 success 1.0 fail
432 468 1 0.0029999999999970202 success 1.0 fail
432 678 1 0.029730451894768285 fail 0.9997311740594853 fail
443 453 1 0.000999999999999002 success 1.0 fail
443 468 1 0.000999999999999002 success 1.0 fail
453 468 1 0.000999999999999002 success 1.0 fail
456 462 1 0.000999999999999002 success 1.0 fail
456 562 1 0.000999999999999002 success 1.0 fail
462 562 1 0.000999999999999002 success 1.0 fail
470 913 1 0.023820300901020622 fail 0.9998207816188363 fail
573 574 1 0.000999999999999002 success 1.0 fail
652 678 1 0.019909909909943888 fail 0.9999099099104038 fail
732 881 1 0.0019999999999980147 success 1.0 fail
734 735 1 0.000999999999999002 success 1.0 fail
734 736 1 0.000999999999999002 success 1.0 fail
734 737 1 0.000999999999999002 success 1.0 fail
734 739 1 0.000999999999999002 success 1.0 fail
735 736 1 0.000999999999999002 success 1.0 fail
735 737 1 0.000999999999999002 success 1.0 fail
735 739 1 0.000999999999999002 success 1.0 fail
736 737 1 0.000999999999999002 success 1.0 fail
736 739 1 0.000999999999999002 success 1.0 fail
737 739 1 0.000999999999999002 success 1.0 fail
765 766 1 0.000999999999999002 success 1.0 fail
784 785 1 0.000999999999999002 success 1.0 fail
787 791 1 0.000999999999999002 success 1.0 fail
787 798 1 0.000999999999999002 success 1.0 fail
787 800 1 0.0019999999999983486 success 1.0 fail
787 813 1 0.000999999999999002 success 1.0 fail
791 798 1 0.000999999999999002 success 1.0 fail
791 800 1 0.0019999999999983486 success 1.0 fail
791 813 1 0.000999999999999002 success 1.0 fail
798 800 1 0.0019999999999983486 success 1.0 fail
798 813 1 0.000999999999999002 success 1.0 fail
800 813 1 0.0019999999999980147 success 1.0 fail
858 859 1 0.000999999999999002 success 1.0 fail
